,category,transit_period,transit_duration,transit_depth,transit_depth.1,planet_radius,star_temperature,star_radius,star_surface_gravity,star_brightness,relative_radius,apparent_luminosity,estimated_luminosity
3992,1,1.227986164,1.551,150.5,150.5,1.17,5746.0,0.931,4.435,0.5062578711630595,1.2567132116004296,97.03417150225661,944847783462170.1
3993,1,2.11548883,4.008,169.5,169.5,1.29,5952.0,0.971,4.489,0.9833598195091978,1.3285272914521113,42.290419161676645,1183287154580291.2
3994,1,358.96247,23.49,670.8,670.8,2.37,5743.0,0.904,4.527,0.8115742465797253,2.6216814159292037,28.55683269476373,888980277606921.1
3995,1,2.17815196,2.445,245.0,245.0,1.09,5357.0,0.7,4.634,1.1919565866378417,1.5571428571428574,100.20449897750512,403536353762724.44
3996,1,342.315407,12.476,719.7,719.7,3.15,6425.0,1.164,4.373,0.5964813863571097,2.7061855670103094,57.686758576466815,2308864725169256.0
3997,1,1.089077224,2.705,152.7,152.7,1.0,5118.0,0.83,4.547,0.8714826606685748,1.2048192771084338,56.45101663585952,472669207797295.9
3998,1,1.288066288,6.4616,10083.0,10083.0,34.84,5233.0,0.639,4.625,0.7567183493417438,54.5226917057903,1560.4494242911974,306199625556667.94
4000,1,2.31894284,5.321,66.5,66.5,0.87,5780.0,1.0,4.438,-0.7453227316088047,0.87,12.497650817515506,1116121190560000.0
4001,0,6.98472143,2.724,90.7,90.7,1.19,5839.0,1.227,4.279,-0.6370545133759442,0.969845150774246,33.29662261380323,1750020058169735.5
4003,1,0.562563871,1.591,34.6,34.6,0.69,6577.0,1.145,4.381,-0.5230119901706651,0.6026200873362445,21.74732872407291,2453140038483637.5
4004,1,0.93373458,4.364,127.7,127.7,0.93,5335.0,0.804,4.577,0.3575695181232651,1.1567164179104477,29.262144821264897,523660471632915.3
4005,1,1.33251948,3.733,233.7,233.7,1.64,5926.0,1.058,4.381,1.493664021446745,1.550094517958412,62.60380391106348,1380441236275136.8
4006,1,168.84663,9.75,215.1,215.1,1.45,5897.0,0.992,4.489,-0.2927615793954485,1.4616935483870968,22.06153846153846,1190002449704825.5
4008,1,160.4122022,4.92,2538.0,2538.0,4.45,5269.0,0.727,4.62,0.824566432767669,6.121045392022008,515.8536585365854,407363033475509.1
4010,0,4.34195312,2.598,73.3,73.3,0.94,6164.0,1.09,4.378,-0.281934757572162,0.8623853211009174,28.21401077752117,1715155562208574.8
4011,0,122.358116,10.768,352.8,352.8,2.15,5998.0,1.139,4.324,0.4911003206104598,1.8876207199297628,32.76374442793462,1679087365948279.0
4012,0,7.298142,3.024,370.5,370.5,1.6,5119.0,0.834,4.508,1.1262738675765724,1.918465227817746,122.51984126984127,477609129209040.0
4013,0,18.5010898,3.179,421.1,421.1,1.62,5242.0,0.734,4.613,1.1002894952006863,2.2070844686648505,132.4630386914124,406799290010631.25
4015,1,0.569961046,1.446,44.2,44.2,1.04,5814.0,1.549,4.066,-0.6724221313320116,0.671400903808909,30.567081604426004,2741592764531811.0
4017,1,1.121634781,1.155,71.5,71.5,0.6,4518.0,0.72,4.589,-0.2213045553617605,0.8333333333333334,61.904761904761905,215998084208377.94
4018,1,1.33256979,3.293,104.2,104.2,0.97,6089.0,0.95,4.495,0.8029127891210975,1.0210526315789474,31.64287883389007,1240598085993412.5
4019,1,0.536650896,4.702,273.2,273.2,18.45,5819.0,0.881,4.494,-0.2227481316048658,20.94211123723042,58.10293492131008,889908275880133.2
4020,1,397.73699,11.76,1131.5,1131.5,3.05,5313.0,0.768,4.521,0.5928724457493484,3.9713541666666665,96.21598639455783,469982517971166.75
4021,1,2.17818699,2.686,115.8,115.8,1.03,5584.0,0.932,4.428,0.6195786062467865,1.1051502145922747,43.11243484735667,844526852992861.8
4023,0,3.60082855,1.938,296.3,296.3,1.36,4838.0,0.796,4.524,0.7552747730986384,1.7085427135678393,152.88957688338493,347127956423753.9
4024,0,15.5714121,2.294,173.5,173.5,0.72,3872.0,0.557,4.714,-0.2075905810522648,1.2926391382405744,75.63208369659982,69735157303994.234
4025,0,3.59645081,2.661,149.6,149.6,1.66,5887.0,1.235,4.292,0.6369015211640449,1.3441295546558703,56.21946636602781,1831934992835467.8
4026,0,20.6579443,8.798,98.2,98.2,1.27,5468.0,1.306,4.171,-0.0350832200012416,0.9724349157733537,11.161627642646057,1524756092880735.2
4027,1,0.760941405,1.773,186.6,186.6,1.18,5629.0,0.87,4.553,1.1479275112231453,1.3563218390804597,105.24534686971235,759912345120168.9
4028,1,137.665706,3.732,536.9,536.9,15.41,4832.0,6.897,2.953,-0.7691417396200335,2.2343047701899375,143.86387995712752,2.5931530768166692e+16
4029,1,370.90237,10.558,545.8,545.8,1.97,5835.0,0.847,4.554,0.4080946866319334,2.3258559622195984,51.69539685546505,831630219487700.1
4030,1,321.55087,5.863,397.0,397.0,1.68,5835.0,0.847,4.554,0.4080946866319334,1.9834710743801653,67.71277502984819,831630219487700.1
4031,1,1.54038914,1.683,71.8,71.8,0.84,5974.0,0.989,4.422,0.3525170012723985,0.8493427704752274,42.661913250148544,1245814715024001.2
4032,1,71.76236302,29.435,8591.9,8591.9,25.76,5529.0,2.817,3.685,-1.6020852318915049,9.144479943201988,291.89400373704774,7415834921424922.0
4036,0,110.978266,11.312,150.2,150.2,1.86,5883.0,1.529,4.149,-0.3007012487325243,1.2164813603662525,13.277934936350778,2800337423857117.5
4037,1,0.952378454,3.892,43.8,43.8,1.46,6963.0,1.375,4.25,-0.5222902020491119,1.0618181818181818,11.253854059609456,4444173209693898.0
4038,0,6.08003714,1.308,184.0,184.0,1.07,4991.0,0.804,4.513,-0.5713717943146749,1.3308457711442787,140.67278287461772,401108972533895.94
4039,0,3.035206175,0.6182,696.9,696.9,3.59,5505.0,0.873,4.503,0.9321128628789762,4.11225658648339,1127.3050792623746,699935112566668.5
4040,1,358.96844,21.71,807.8,807.8,2.7,6117.0,0.947,4.496,0.7906423910547058,2.8511087645195357,37.20865960386918,1255607438801377.2
4041,1,2.21316437,3.874,116.1,116.1,0.95,5921.0,0.83,4.465,0.097725794364401,1.144578313253012,29.969024264326276,846713392501500.4
4043,1,0.530967987,1.812,26.9,26.9,1.08,8473.0,2.052,4.123,-1.117043614208291,0.5263157894736842,14.845474613686532,2.1702188858184124e+16
4044,0,6.30558387,2.619,193.1,193.1,2.52,4934.0,1.756,3.927,0.5712188021027755,1.4350797266514805,73.73043146239021,1827450422846364.5
4045,1,4.2058608,7.39,182.0,182.0,1.14,5590.0,0.839,4.56,1.1746336717205834,1.3587604290822406,24.62787550744249,687339263484904.8
4048,1,8.4803326,5.918,35.6,35.6,1.35,6245.0,2.179,3.826,-1.0593005644840985,0.6195502524093622,6.015545792497465,7221779619682916.0
4050,1,0.750744255,1.7921,170.6,170.6,17.07,6187.0,0.937,4.499,-0.233574953428151,18.21771611526147,95.19558060376094,1286469948979701.2
4051,0,0.991659646,2.215,77.3,77.3,1.19,6117.0,1.244,4.315,0.5149193286216887,0.9565916398713826,34.89841986455982,2166679542035069.5
4054,1,118.609553,22.74,380.9,380.9,2.86,5017.0,0.792,4.531,0.6267964874623104,3.6111111111111107,16.750219876868954,397398997581750.4
4056,1,0.616386349,0.8136,79.4,79.4,2.94,5665.0,3.266,3.58,-0.9236043976322478,0.9001837109614207,97.59095378564406,1.0985808330180886e+16
4058,1,7.07162308,2.587,123.0,123.0,1.42,6313.0,1.259,4.24,-0.3916465520481278,1.1278792692613187,47.54541940471589,2517645724855392.0
4059,0,6.96352699,3.192,68.1,68.1,1.4,6040.0,1.686,3.978,-0.8203886962502539,0.830367734282325,21.334586466165412,3783231308442101.5
4060,0,64.2729088,12.136,1213.9,1213.9,5.38,6341.0,1.299,4.278,0.9559318708902064,4.141647421093149,100.02471984179303,2728031086515010.0
4061,0,3.4327371,4.001,63.2,63.2,0.75,5757.0,0.881,4.536,-0.4919751009439111,0.8513053348467651,15.796050987253187,852583129217946.8
4062,1,13.8452726,2.555,93.2,93.2,2.34,6845.0,2.324,3.89,-1.1783956045402453,1.0068846815834769,36.477495107632095,1.1856760769450264e+16
4063,1,0.687506554,1.441,130.3,130.3,8.73,4643.0,7.906,2.595,-1.297490644596391,1.104224639514293,90.4233171408744,2.9047472865090388e+16
4064,1,0.566801617,2.75,24.9,24.9,0.88,6287.0,1.693,4.064,-1.2534615691816946,0.5197873597164796,9.054545454545455,4478037824692780.5
4066,1,371.63327,14.92,107.0,107.0,1.83,5802.0,1.59,4.073,-2.0366016810660508,1.150943396226415,7.171581769436997,2864871496493672.0
4067,0,1.450889836,1.753,135.7,135.7,1.21,6046.0,1.023,4.423,0.7971384841486776,1.1827956989247312,77.41015402167713,1398375604379133.2
4068,0,5.72716067,2.23,310.9,310.9,1.4,4838.0,0.796,4.524,0.7552747730986384,1.758793969849246,139.41704035874437,347127956423753.9
4069,1,407.59415,7.3,462.4,462.4,2.11,6198.0,0.974,4.402,0.4254176015491904,2.166324435318275,63.342465753424655,1399987639706104.2
4072,1,358.101884,6.393,114.0,114.0,0.95,5786.0,0.856,4.526,-1.866981472501236,1.1098130841121494,17.832003754106054,821223269352107.9
4074,1,0.447861451,0.8541,265.4,265.4,1.42,5901.0,0.848,4.553,0.889527363707385,1.6745283018867925,310.73644772274906,871955182105097.0
4077,0,3.036208739,0.9324,1820.5,1820.5,1.4,3464.0,0.328,4.923,1.4380863360872114,4.268292682926829,1952.4882024882024,15490278314056.354
4078,0,18.0541469,4.587,283.1,283.1,1.51,5505.0,0.909,4.501,0.5336858197820509,1.6611661166116611,61.7178984085459,758851959112826.8
4080,1,1.01530474,8.7622,16445.0,16445.0,64.77,6428.0,1.44,4.226,-0.4457806611645574,44.979166666666664,1876.8117596037525,3540205370380655.0
4081,1,94.180473,7.345,1104.4,1104.4,4.17,6997.0,1.0,4.475,0.4210868728198771,4.17,150.36078965282508,2396886645244081.0
4082,0,1.538185321,1.683,277.2,277.2,1.29,5107.0,0.723,4.615,0.7682669592865822,1.7842323651452283,164.70588235294116,355582210977305.7
4083,1,1.332567643,4.284,56.7,56.7,0.62,5687.0,0.79,4.582,-0.0827212360236993,0.7848101265822784,13.23529411764706,652810446585183.5
4084,1,1.089076495,2.274,43.7,43.7,0.75,6444.0,1.079,4.416,-0.2357403177928083,0.6950880444856349,19.217238346525946,2007543739866405.2
4085,1,1.662710314,1.83,85.9,85.9,2.16,6028.0,2.244,3.842,-0.2126430979031314,0.9625668449197861,46.939890710382514,6648729736777579.0
4086,1,472.071079,5.759,252.6,252.6,2.01,6186.0,1.253,4.358,-0.1895458780134545,1.6041500399042299,43.861781559298485,2299014998992053.5
4088,1,2.18242002,4.103,69.7,69.7,0.7,5808.0,0.786,4.583,0.4564544907759444,0.8905852417302798,16.987570070679993,702993845383879.5
4089,1,0.503999678,0.5421,975.6,975.6,2.97,4898.0,0.568,4.686,0.890249151828937,5.228873239436621,1799.6679579413392,185682850512863.47
4090,1,2.66588544,5.004,167.0,167.0,0.98,4965.0,0.771,4.536,0.8065217297288588,1.2710765239948119,33.373301358912876,361231627192625.5
4093,0,7.61758198,3.545,85.4,85.4,1.0,6202.0,1.072,4.401,-0.1115927608857961,0.9328358208955223,24.090267983074757,1700265013196423.8
4094,1,41.477908,10.45,29.9,29.9,1.09,6935.0,1.918,3.95,-2.4790577995776726,0.5683003128258604,2.861244019138756,8509089022815924.0
4096,0,2.20923119,2.392,59.8,59.8,0.84,5991.0,1.092,4.375,-0.361331450942927,0.7692307692307692,25.0,1536181586430617.8
4097,1,260.54832,15.52,161.6,161.6,1.35,6412.0,1.04,4.44,-0.5280645070215317,1.2980769230769231,10.412371134020619,1828271685266455.2
4098,1,370.47678,15.69,656.2,656.2,2.37,6050.0,0.896,4.525,0.7899206029331538,2.6450892857142856,41.82281708094328,1075567121305600.1
4099,0,5.88350251,2.556,217.7,217.7,1.27,5840.0,0.849,4.553,1.065643665366171,1.4958775029446407,85.17214397496087,838429921732239.2
4100,1,0.662457501,1.527,64.1,64.1,8.3,6425.0,2.16,3.862,-1.1141564617220814,3.8425925925925926,41.97773411918795,7950602305822501.0
4101,1,1.33258458,3.222,127.0,127.0,1.25,6384.0,1.086,4.419,1.155145392438669,1.151012891344383,39.41651148355059,1958985240301128.8
4103,0,0.539915033,1.1466,97.0,97.0,0.82,5102.0,0.837,4.502,0.0334866515462369,0.9796893667861409,84.59794174079887,474692896801788.6
4104,1,372.54353,21.83,1106.0,1106.0,74.14,5561.0,0.836,4.557,1.008622403763532,88.6842105263158,50.66422354557948,668381060690192.4
4105,0,2.20829637,2.841,87.9,87.9,1.36,6028.0,1.454,4.189,0.6758780797278747,0.9353507565337003,30.939809926082365,2791398158249144.0
4106,0,0.849906734,1.141,124.3,124.3,0.59,4296.0,0.505,4.733,0.6895920540373704,1.1683168316831682,108.93952673093777,86864004538609.77
4107,0,26.6565737,4.954,163.4,163.4,4.15,5159.0,3.062,3.604,-0.7229472998406798,1.35532331809275,32.98344771901494,6641596454862715.0
4109,1,373.72257,14.21,470.9,470.9,67.13,6004.0,1.008,4.45,0.3922153479577804,66.59722222222221,33.138634764250526,1320333974262118.5
4110,0,8.18504859,4.673,97.6,97.6,0.93,5984.0,0.906,4.521,0.3041571971283875,1.0264900662251655,20.885940509308792,1052501527445788.1
4111,1,10.78438513,1.408,233.6,233.6,75.04,5575.0,3.515,3.516,-0.4522767542585292,21.348506401137982,165.9090909090909,1.193521221975751e+16
4112,0,10.42317343,2.341,71.2,71.2,1.07,5767.0,1.135,4.287,-0.5843639805026186,0.9427312775330396,30.414352840666382,1424923433525408.8
4113,1,0.566804221,4.639,166.0,166.0,0.85,5277.0,0.64,4.625,1.090906249620505,1.328125,35.78357404613063,317620353433371.06
4114,1,2.022658,3.343,135.7,135.7,1.15,6091.0,0.967,4.487,0.9436614728238149,1.189245087900724,40.59228238109482,1287085347356503.2
4115,1,316.57747,14.64,269.1,269.1,1.47,5822.0,0.898,4.529,0.7083585451977327,1.6369710467706013,18.38114754098361,926491582052358.4
4118,1,0.519437968,2.129,226.2,226.2,20.48,6181.0,1.006,4.464,0.8346714664694023,20.357852882703778,106.24706434945983,1477171553959396.8
4120,1,1.105095798,2.624,141.7,141.7,0.89,5296.0,0.752,4.604,1.1190559863610483,1.1835106382978724,54.001524390243894,444864332311847.5
4121,1,245.01902,8.56,375.9,375.9,1.98,6167.0,1.01,4.451,0.444905880831106,1.9603960396039604,43.91355140186916,1475497714984578.2
4122,0,153.979362,9.028,792.5,792.5,2.53,5858.0,0.903,4.502,1.015840284979056,2.801771871539313,87.78245458573328,960224914051715.4
4123,1,10.2239787,1.814,213.5,213.5,24.43,4673.0,16.823,2.412,-0.7770814089571094,1.4521785650597396,117.69570011025358,1.3495532143996358e+17
4124,0,56.4148314,8.075,480.1,480.1,2.9,6325.0,1.112,4.409,0.6838177490649505,2.607913669064748,59.455108359133135,1979026883925025.5
4125,1,2.18079098,12.13,83.2,83.2,3.29,6911.0,3.339,3.661,-3.072367635493748,0.9853249475890985,6.859027205276175,2.5432930822369864e+16
4126,0,20.9254083,6.783,109.0,109.0,1.26,5821.0,1.21,4.283,-0.215530250389342,1.0413223140495869,16.069585729028454,1680974548116342.0
4127,0,13.0600399,2.851,106.8,106.8,0.8,5168.0,0.769,4.566,-0.232853165306599,1.0403120936280885,37.4605401613469,421835086329151.56
4128,1,0.641069613,1.033,78.6,78.6,0.86,6077.0,0.961,4.451,-0.1202542183444239,0.894901144640999,76.0890609874153,1259516092478020.0
4129,1,2.2430415,3.63,101.1,101.1,0.89,5897.0,0.891,4.531,0.960984387741073,0.9988776655443322,27.85123966942149,960019200757386.4
4130,1,1.21475168,6.93,266.1,266.1,5.5,6732.0,3.276,3.632,-2.0214441305134496,1.678876678876679,38.39826839826841,2.2042670837414692e+16
4133,0,27.4784659,7.5,83.2,83.2,1.52,5432.0,1.707,3.993,-0.4580510592309478,0.8904510837727007,11.093333333333334,2536915998912832.5
4134,1,244.86662,10.56,289.5,289.5,1.46,5821.0,0.848,4.554,0.1424766579006494,1.7216981132075473,27.414772727272727,825623605934467.5
4135,1,1.30627214,5.144,95.4,95.4,0.87,5513.0,0.862,4.543,1.080801215918772,1.0092807424593968,18.54587869362364,686382973111644.8
4136,1,62.366706,4.32,95.4,95.4,1.88,6749.0,1.9,4.031,-2.2062218896308647,0.9894736842105263,22.083333333333332,7489708486473783.0
4137,1,0.933732791,3.056,96.9,96.9,0.9,5496.0,0.927,4.405,0.3951025004439897,0.970873786407767,31.708115183246075,784054703546200.9
4138,1,53.106597,2.914,82.4,82.4,2.2,7217.0,2.343,3.893,-2.241589507586932,0.9389671361502349,28.27728208647907,1.4892629951167042e+16
4139,1,360.15417,12.806,790.6,790.6,2.99,6065.0,1.061,4.452,0.8447765001711367,2.818096135721018,61.73668592847103,1523189680066534.5
4141,1,1.42856815,2.132,59.5,59.5,0.64,5979.0,0.822,4.557,0.3619002468525797,0.7785888077858881,27.90806754221388,863491066410283.0
4142,1,381.850599,4.772,1702.0,1702.0,3.59,5485.0,0.867,4.556,0.8216792802814598,4.140715109573241,356.66387259010895,680369321444683.5
4143,1,10.81315417,1.275,80.3,80.3,1.46,6380.0,1.46,4.24,-2.004843003717745,1.0,62.98039215686275,3531737579123775.5
4144,1,359.08368,15.67,618.7,618.7,29.15,6256.0,0.932,4.493,0.6354579449209395,31.276824034334762,39.48308870453096,1330511966519195.5
4146,1,3.74784374,3.658,116.5,116.5,1.08,6122.0,0.996,4.471,0.6246311230976545,1.0843373493975905,31.84800437397485,1393451886586306.5
4149,1,1.71028117,2.61,111.6,111.6,0.91,5910.0,0.855,4.55,0.8353932545909555,1.064327485380117,42.758620689655174,891830155289150.1
4151,0,140.251943,6.576,567.7,567.7,1.84,4821.0,0.788,4.529,0.8404457714418221,2.33502538071066,86.32907542579076,335429272995856.56
4153,1,0.570828503,0.915,174.4,174.4,0.54,3585.0,0.388,4.868,0.5798802595614047,1.3917525773195876,190.60109289617486,24866810867566.89
4154,1,134.4665,5.27,1032.0,1032.0,2.48,4891.0,0.791,4.524,0.6217439706114438,3.1352718078381794,195.82542694497155,358049950713334.4
4155,1,0.909314811,2.2053,40.5,40.5,0.99,6508.0,1.447,4.163,-1.1076603686281097,0.6841741534208707,18.36484831995647,3756014319393078.0
4156,0,207.24785,6.159,809.2,809.2,1.56,4339.0,0.553,4.711,0.6332925805562822,2.8209764918625675,131.3849650917357,108394903513834.78
4157,1,186.55347,13.57,334.5,334.5,1.86,6187.0,1.006,4.446,0.462228795748363,1.848906560636183,24.649963154016213,1482915571376233.8
4158,0,5.99078221,1.699,69.9,69.9,1.03,5721.0,0.972,4.442,-2.440081241013843,1.0596707818930042,41.14184814596822,1012092766453343.2
4159,1,14.0801852,3.402,90.7,90.7,1.04,5984.0,1.089,4.421,-0.9373183719417436,0.9550045913682278,26.66078777189888,1520624904280558.5
4160,0,2.440839436,0.968,509.5,509.5,21.29,4803.0,0.698,4.623,1.1638068498972982,30.501432664756447,526.3429752066116,259275327675950.62
4161,0,23.6223571,6.852,57.0,57.0,1.07,6144.0,1.393,4.149,-0.666647826359593,0.7681263460157933,8.318739054290718,2765075925233779.5
4163,1,3.28931936,1.921,166.0,166.0,50.51,6335.0,1.072,4.427,0.3907717717146751,47.117537313432834,86.4133263925039,1850870560053723.2
4164,1,1.08195208,4.807,33.6,33.6,0.47,5233.0,0.824,4.489,-0.2768822407212954,0.5703883495145631,6.989806532140628,509163616277301.8
4165,1,0.512583041,1.498,114.3,114.3,1.07,6077.0,0.999,4.471,0.880144118127204,1.0710710710710711,76.30173564753004,1361093380452807.0
4167,0,2.29794819,2.84,83.2,83.2,0.98,6371.0,1.072,4.426,0.5878199288984818,0.9141791044776119,29.295774647887328,1893302424516702.2
4168,1,368.11581,13.52,476.2,476.2,2.11,6122.0,0.964,4.487,0.6210221824898918,2.188796680497925,35.22189349112426,1305351188284370.5
4169,1,368.52466,11.9,680.3,680.3,3.05,6343.0,1.137,4.411,0.880144118127204,2.6824978012313103,57.16806722689075,2092665309384536.5
4170,0,4.54586982,1.756,76.5,76.5,0.65,5051.0,0.721,4.562,-4.0041961004178965,0.9015256588072122,43.56492027334852,338360769131548.7
4172,1,0.542498653,4.257,54.9,54.9,2.25,8711.0,2.954,3.795,-2.8428390128400824,0.7616790792146242,12.896405919661735,5.024502155924665e+16
4175,1,21.5819776,13.734,47.6,47.6,0.91,5601.0,1.342,4.144,-1.6482796716708583,0.6780923994038748,3.4658511722731906,1772422776699425.8
4179,1,3.08723626,2.615,101.9,101.9,1.2,6418.0,1.171,4.395,0.5062578711630595,1.0247651579846284,38.96749521988528,2326551343390384.0
4180,1,0.592562969,3.0869,1546.4,1546.4,25.97,5728.0,0.804,4.575,1.096680554592925,32.30099502487562,500.9556513006577,695863624292678.9
4185,1,31.97181,12.277,117.4,117.4,0.95,5632.0,0.853,4.554,0.3987114410517522,1.1137162954279014,9.562596725584427,732063319626386.2
4186,1,5.81289843,3.979,76.3,76.3,0.93,6175.0,1.041,4.41,0.1771224877351647,0.8933717579250722,19.1756722794672,1575612097857875.2
4187,1,6.44173995,1.635,107.7,107.7,1.41,6088.0,1.339,4.225,-0.2913180031523432,1.0530246452576548,65.87155963302753,2462973442932057.5
4188,1,0.631106722,0.9942,49.2,49.2,0.63,5400.0,0.898,4.443,-0.4999147702809883,0.7015590200445434,49.48702474351238,685689837062400.0
4189,1,176.17377,14.58,349.9,349.9,1.76,5957.0,0.937,4.506,0.9645933283488356,1.878335112059765,23.998628257887514,1105578494172346.6
4190,0,114.336052,14.077,239.8,239.8,2.09,5802.0,1.316,4.218,0.5416254891191281,1.5881458966565347,17.03487959082191,1962558795313296.5
4191,1,0.63938062,1.2067,308.0,308.0,51.53,6607.0,1.204,4.363,-0.3894811876834705,42.79900332225914,255.2415679124886,2762295914420901.0
4193,1,0.566801045,1.7499,188.3,188.3,1.42,6106.0,0.982,4.405,0.1684610302765356,1.446028513238289,107.6061489227956,1340448630771423.5
4194,1,0.992799002,3.4878,1653.0,1653.0,40.12,6217.0,0.989,4.472,0.6073082081803961,40.56622851365015,473.9377257870291,1461221496614818.0
4195,0,1.5184181,2.842,196.8,196.8,1.85,6302.0,1.269,4.259,-0.1058184559133762,1.4578408195429473,69.24700914848698,2540018264677984.0
4196,1,0.96807117,1.677,104.8,104.8,0.72,5367.0,0.687,4.639,0.7090803333192848,1.0480349344978164,62.492546213476444,391597450145172.4
4197,1,3.55661906,5.396,23.3,23.3,0.72,6018.0,1.458,4.081,-1.0282636752573455,0.49382716049382713,4.318013343217198,2788199092957865.5
4200,1,0.56256804,1.686,4.5,4.5,0.63,9005.0,2.773,3.84,-3.7125936993107262,0.2271907681211684,2.6690391459074734,5.056320656420505e+16
4201,1,8.79991878,41.564,869.1,869.1,224.56,8092.0,3.267,3.725,-2.327482294051669,68.73584328129783,20.90992204792609,4.576376695378584e+16
4204,1,349.03703,4.76,777.0,777.0,2.27,5583.0,0.824,4.559,0.8909709399504904,2.754854368932039,163.23529411764707,659667267117379.4
4205,1,177.8135,9.76,417.7,417.7,1.83,5822.0,0.898,4.529,0.6996970877391036,2.0378619153674835,42.79713114754098,926491582052358.4
4207,0,101.952048,5.991,152.5,152.5,1.31,6210.0,1.054,4.407,-0.4378409918274815,1.2428842504743833,25.454848940076783,1652142953643970.0
4208,1,2.41795911,2.727,100.5,100.5,0.53,4623.0,0.534,4.719,0.6181350300036825,0.9925093632958801,36.85368536853686,130250106719989.55
4209,1,183.854867,14.996,520.6,520.6,2.4,6225.0,1.031,4.45,0.8541597457513178,2.3278370514064015,34.715924246465725,1596153864151156.2
4213,0,12.4418003,3.572,78.4,78.4,0.57,4926.0,0.662,4.653,-0.3894811876834705,0.8610271903323262,21.9484882418813,258043907023303.9
4216,1,293.60581,11.07,165.3,165.3,1.37,6167.0,1.064,4.444,0.01038943165656,1.287593984962406,14.932249322493226,1637491482347987.0
4217,1,2.78801663,17.354,14.0,14.0,0.91,7523.0,2.206,3.986,-1.538567877194894,0.41251133272892115,0.8067304367869079,1.5587456822476984e+16
4218,0,3.94660745,2.705,309.4,309.4,1.4,5376.0,0.806,4.576,1.1970091034887085,1.73697270471464,114.3807763401109,542634152160066.1
4219,1,4.99473798,3.05,99.5,99.5,0.82,5406.0,0.819,4.569,-0.3216331042575439,1.0012210012210012,32.622950819672134,572890959562871.9
4222,1,368.48518,11.26,301.8,301.8,1.98,6140.0,1.096,4.354,-0.0625111686202317,1.8065693430656933,26.80284191829485,1707240060157635.0
4223,1,169.894419,2.525,178.7,178.7,2.66,6382.0,1.961,3.94,-1.6360092736044682,1.3564507904130545,70.77227722772277,6379437497096422.0
4224,1,26.190289,2.148,51.8,51.8,1.05,6434.0,1.441,4.208,-1.8799736586891795,0.7286606523247745,24.115456238361265,3558378879840984.0
4225,1,203.511886,3.671,167.1,167.1,2.07,6967.0,1.565,4.193,-1.3884359479119943,1.3226837060702874,45.51893217107055,5770479810877570.0
4229,0,6.18943952,2.3316,83.2,83.2,0.65,5051.0,0.721,4.562,-4.0041961004178965,0.9015256588072122,35.683650711957455,338360769131548.7
4233,0,8.70179611,3.048,304.1,304.1,1.37,5295.0,0.8,4.548,1.144318570615383,1.7125000000000001,99.77034120734909,503087853344400.1
4235,1,0.933747395,4.798,30.9,30.9,1.24,5574.0,2.174,3.818,-1.0015575147599065,0.5703771849126035,6.440183409754064,4562332539915826.0
4236,1,58.873429,17.487,226470.0,226470.0,76.18,7078.0,1.568,4.192,-0.1563436244220445,48.58418367346939,12950.76342425802,6170698820762631.0
4237,1,14.1166583,9.12,449.3,449.3,238.66,6526.0,2.238,3.883,-0.4999147702809883,106.63985701519213,49.265350877192986,9084655063940636.0
4239,0,47.3128645,11.444,217.4,217.4,3.71,5749.0,1.876,4.002,0.2081593769619187,1.9776119402985075,18.996854246766866,3844456070150771.0
4240,1,29.6990126,1.849,93.3,93.3,1.93,6382.0,1.961,3.94,-1.6360092736044682,0.9841917389087199,50.45970795024338,6379437497096422.0
4241,0,6.1082945,3.493,61.1,61.1,1.06,6720.0,1.289,4.316,-0.4753739741482061,0.8223429014740109,17.49212711136559,3388308356868341.5
4242,1,119.72007,9.48,115.6,115.6,1.26,5963.0,1.176,4.321,-0.4869225840930445,1.0714285714285714,12.194092827004217,1748533192113823.5
4243,1,1.27839331,6.343,19.5,19.5,0.86,7758.0,1.918,4.106,-0.8355462468028548,0.4483837330552659,3.074255084344947,1.3325892537851736e+16
4244,0,7.545922037,4.0329,22.2,22.2,0.68,5788.0,1.376,4.178,-2.242311295708485,0.494186046511628,5.504723647995239,2124960969932503.2
4245,1,0.58675746,1.508,143.8,143.8,19.91,5942.0,0.938,4.506,0.8981888211660143,21.226012793176974,95.3580901856764,1096822287160466.2
4247,1,373.74856,28.18,797.8,797.8,4.45,6343.0,1.137,4.411,0.994186641332483,3.913808267370273,28.310858765081615,2092665309384536.5
4248,1,20.8822079,4.556,1107.0,1107.0,3.63,5780.0,1.0,4.438,0.4911003206104598,3.63,242.97629499561017,1116121190560000.0
4249,0,7.28171395,1.723,111.6,111.6,2.59,4970.0,1.806,3.924,-0.6478813351992294,1.4341085271317828,64.77074869413812,1990036522218485.2
4250,1,8.0386699,3.549,142.0,142.0,1.18,6018.0,0.975,4.485,0.5300768791742896,1.2102564102564102,40.01127078050155,1246860781696872.8
4251,0,44.9851885,4.164,617.8,617.8,2.09,5295.0,0.8,4.548,1.144318570615383,2.6125,148.3669548511047,503087853344400.1
4252,1,6.67410577,3.645,160.9,160.9,1.62,5949.0,1.041,4.389,0.5784366833183007,1.5561959654178676,44.142661179698216,1357304643039175.8
4253,1,374.92478,18.05,610.0,610.0,1.67,4407.0,0.69,4.593,1.1241085032119151,2.420289855072464,33.79501385041551,179585134187487.56
